account_id,platform,requested_platform_account_id,expected_name,fetch_status,fetched_name,normalized_name_match,description,verified_mark,open_live,explicit_vtuber_signal,fetched_at,error
krvt_a_4021e70296935489b82ae3c00e9193f2,chzzk,b419e394870a9f87f6181d5b1edea8d1,DoKiii,ok,DoKiii,yes,게임에 진심인 톡식한 여성,no,no,no,2026-08-05T23:27:06+0900,
krvt_a_a5d343c72eff5cf5971c0dad9e3a6089,chzzk,e79554998285041ba1bfdb8967daf4e4,남세림,ok,남세림,yes,던파와 종합게임 방송 ! 월요일-토요일 일정 팬카페 / 일요일 휴방 ~,no,yes,no,2026-08-05T23:27:06+0900,
krvt_a_40701302eb905792b5d3c3b367f7eea1,chzzk,dc7f99782f6af5ba32939d4ec47d6aa1,네이 모,ok,네이 모,yes,"슈팅게임을 좋아하는 엘프. [네이 모] 도착했습니다!
잔잔하게 미쳐돌아가는 우리 방송에 어서오세요!
매일 21시 방송 시작!",no,no,no,2026-08-05T23:27:07+0900,
krvt_a_cb5f2445d13a57a386c825820197c12a,chzzk,4bb90cd14634ee9c2023a56aeae1bc66,휴휴0062,ok,휴휴0062,yes,,no,no,no,2026-08-05T23:27:07+0900,
krvt_a_53aaf7b2d87c5829af81fff9c2027a51,chzzk,a3b160798327ba9dfb1544f1633e985e,도차사,ok,도차사,yes,"인간으로 살던, 기억잃은 영물 / 메일 : dochasaofficial@gmail.com",no,yes,no,2026-08-05T23:27:07+0900,
krvt_a_b94458fc66de5cb0bccdaa7f932353f4,chzzk,ff4d27736709401771bc9e06785e819b,헹쓰,ok,헹쓰,yes,종합 게임 방송 입니다 ^^,no,no,no,2026-08-05T23:27:08+0900,
krvt_a_85f2f2d6adc352d3ab523a8d7ff0fc36,chzzk,06e643a1c28c3e2cd0b0d18c4fb360be,디단장,ok,디단장,yes,매일 9시 방온 (휴방은 카페 공지 확인🙏),no,yes,no,2026-08-05T23:27:08+0900,
krvt_a_9a0a5320dfca5cfb8ac851f7ec0e54aa,chzzk,de07ef5f1fa67b7b109ce76701cc09a3,한여일,ok,한여일,yes,"여려분의 좋은 저녁을, 새벽을.",no,no,no,2026-08-05T23:27:09+0900,
krvt_a_567473a66ec9587eab7a75eeefffcafc,chzzk,6406a0265e194364ac8ad66bd9a7d27a,,ok,마니잠,no,잠의 요정이 운영하는 꿈결여관 🌙💤,no,no,no,2026-08-05T23:27:09+0900,
krvt_a_b3e9d59c38c85c4889c68e82296f8f0f,chzzk,e369d97c0405fd95a78e9f34566d7355,별 새결,ok,별 새결,yes,"조선에서 태어난 인간을 너무 좋아하는 별들의 마녀는 오늘도 열심히 21세기를 살아간다!

방송알림은 디스코드 참고 부탁드려요.
협업 &비즈니스 문의: sanu0218@naved.com
",no,no,no,2026-08-05T23:27:09+0900,
krvt_a_4ecb86ed83715430a08ba8870905d1b5,chzzk,a674afc08e040e7f6be4874afcd59697,류 영,ok,류 영,yes,보다 보면 맛있아요,no,no,no,2026-08-05T23:27:10+0900,
krvt_a_882bdf52f96a539da9f9bb4243affa60,chzzk,e4d2b5a9afad79cd27d806e15c102701,크라운 크라우페이퍼,ok,크라운 크라우페이퍼,yes,"버튜버 이세계에서 온 서커스단 단장 크라운 크라우페이퍼! 게임과 노래를 좋아해요! 
모든 다시보기 영상은 유튜브에!! ",no,no,yes,2026-08-05T23:27:10+0900,
krvt_a_16252fbf47dd5e9e82ed5eb0121b9977,chzzk,b1c4ff987e21884765b24ec00a5dffdc,,ok,한세영,no,"턴제 게임이 너무너무너무좋아 청년. 모델 : B-Live.Studio
",no,no,no,2026-08-05T23:27:11+0900,
krvt_a_3fe9e4f57e365d4e8cf09fe32701e390,chzzk,9cacf71e4b35d87ddbf4c3b36c819bf6,쟈가이모,ok,쟈가이모,yes,"종합게임도하고 Vrchat 을 즐겨하는 그런사람입니다 
으학학",no,yes,no,2026-08-05T23:27:11+0900,
krvt_a_971b13696d3e5e7f80dee52c95dbdc9e,chzzk,2a041b8ebadc446f3fa9072ce1b22448,,ok,진채연,no,모든 문의는 zhinchea@gmail.com 여기로,no,no,no,2026-08-05T23:27:12+0900,
krvt_a_e4ddd39e265c53c89aeeef8afd660f33,chzzk,1fc407dc7b859ee07df3cd32989eb4d1,쟈니킴,ok,쟈니킴,yes,안뇽,no,no,no,2026-08-05T23:27:12+0900,
krvt_a_6dd87f1feb1155aa8fb8b3dc89320950,chzzk,e9009ccf115e0a550d44158bdbb2fc83,사사야키 리네,ok,사사야키 리네,yes,"💌🔍히도쿠션 리더 
🩵사랑받고 싶은 바다의 여신⚓
🌊문의:highlight141@naver.com",no,no,no,2026-08-05T23:27:12+0900,
krvt_a_b52ab4bbc07252b09d4965c99c90f0b8,chzzk,aabd39418864ff6144f6d275ac75e8dc,곰몽 Gommong,ok,곰몽 Gommong,yes,"[월,목 제외] 매일 밤 11시 방송 ON😊
주로 배그 방송 하고 가끔 저챗, 종합게임도 합니다",no,no,no,2026-08-05T23:27:13+0900,
krvt_a_8fa05d2242765824b823d55cc1c57366,chzzk,81c508ca56abe853b8d2ca96d8b3bbce,지니풍,ok,지니풍,yes,"-방송 시간: 오후6시~7시 시작 - 종합게임방송 지니풍 입니다 
방송관련문의 wkdtk92@gmail.com",no,no,no,2026-08-05T23:27:13+0900,
krvt_a_8cff8d707549574c988a21bc5dd815c5,chzzk,a0a6caf6a4735155d5ffb01a98d94eb3,,ok,서리 내린 날,no,서리 내린 날이라고 해요! 모두 반가워요!!😆😆 / 소통과 종합게임을 주로 하고 아주 가~끔 노래랑 그림도 그리고 있어요! >< ,no,no,no,2026-08-05T23:27:14+0900,
krvt_a_f4e13f0ada5154a68058a67a0e3a319f,chzzk,540f38ab45664286d38922ee0f5716d1,김토깽이,ok,김토깽이,yes,"🌙달에서 온 토끼🐰 김토깽이! 
",no,no,no,2026-08-05T23:27:14+0900,
krvt_a_f23140e9447b5bdcb9ffa0e80757a839,chzzk,10067cc0b0547ba98ff858e134345601,가로박,ok,가로박,yes,안녕하세요 가로박입니다,no,no,no,2026-08-05T23:27:15+0900,
krvt_a_6030e00dbf3d5e628bba4f824358f81a,chzzk,66be74b2ca24555931a07bfc96abbc5c,,ok,오치마케 OchiMake,no,"자캐덕질의 양지화, TRPG의 대중화를 위해 잔잔하지만 확실하게 미친 개룡이 등장! 당신들의 1순위는 어려워도, 2순위는 되어도 괜찮아?

좋아하는 것을 최선을 다해 좋아하는 오타쿠 창작자 오치마케! 치지직에 상륙!

Contact: 57hz_@naver.com
",no,yes,no,2026-08-05T23:27:15+0900,
krvt_a_a5ac174341bf5d80a85634a8fe175349,chzzk,3276459996c2277df9452af6bead856b,키요라 WIS,ok,키요라 WIS,yes,:: WIS 키요라 ::,no,no,no,2026-08-05T23:27:15+0900,
krvt_a_9cab8e00060b5390ad28d18ce76dfe4c,chzzk,65e6508b9fa1e3852ec1dad8ae0946fc,갓타마,ok,갓타마,yes,"빡빡이의 종합 게임방송
(매주 일요일, 월요일 휴방 입니다!!)",no,no,no,2026-08-05T23:27:16+0900,
krvt_a_d600dba054975afcabc78fd9e6dc215d,chzzk,e40c014a4a987a597047374953df6422,리겜하는 HEXAGON,ok,리겜하는 HEXAGON,yes,,no,no,no,2026-08-05T23:27:16+0900,
krvt_a_2a6dbbf33a6d52bda6afd70ee2759717,chzzk,35ac4156f36d910599a13f6d205cca69,김봉칠,ok,김봉칠,yes,"🌹 777년생 텐션좋은 즐겜 다람쥐!
🌻 주3회 출몰!
🪻 2~4시간 정도 게임합니다!
🌱 8시에 만나요~!",no,no,no,2026-08-05T23:27:17+0900,
krvt_a_8c89f1d3f5b55b2aaa8b0833855cd322,chzzk,beed7714efadc62dffa1d983d7c95307,정시온,ok,정시온,yes,"온하! 3100살 먹은 상남자 오니 정시온의 인간계 체험기. (종겜, 소통)",no,yes,no,2026-08-05T23:27:17+0900,
krvt_a_0c9c96ee34ab5abf8b4149b5ec79a005,chzzk,e82548a0fc17a23294f5925d04e19718,타치 Tachi,ok,타치 Tachi,yes,,no,no,no,2026-08-05T23:27:18+0900,
krvt_a_ff4b63c1cf225ca197074f20bfbec107,chzzk,a0ba9d6ea84b7a42d6e17a27a1b1302b,라무S2,ok,라무S2,yes,매주 월화목금 20시에 바위너구리가 찾아옵니다 ㅣ 문의 : ramumus2102@gmail.com,no,no,no,2026-08-05T23:27:18+0900,
krvt_a_b0b55fcaa15c538e97ca7cf2b5e26d5d,chzzk,0e2647cef57160864e0d6742c56deebd,여비별,ok,여비별,yes,"🌟꼭 최고의 종스가 될거야! 공식타로맛집 네이버 등록 배우 여비별 (ง˙∇˙)ว 🌟 ✉️ littlerain14@naver.com 
",no,no,no,2026-08-05T23:27:18+0900,
krvt_a_5269c8ca0cdb5ec4adb5ea586b48d582,chzzk,727dc37279f22918f1291a9deecd57a3,두부잼 Doobu,ok,두부잼 Doobu,yes,문의 : rhfp1000@naver.com,no,yes,no,2026-08-05T23:27:19+0900,
krvt_a_3309ed3a90ce5af58297efeeb075baa9,chzzk,f199ce331a0e2869f1257ae70ea9241f,오렌 Oren,ok,오렌 Oren,yes,"여러분의 비타민 오렌지 별 제 7왕자 시민 10만명을 모아 왕이 되고싶은 오렌입니다!
다들 와서 비타민 도파민 챙겨가세요! 🧡🍊🌟 ",no,yes,no,2026-08-05T23:27:19+0900,
krvt_a_0537317323ef512c9936dddeea95680f,chzzk,4bae9ebbc6f0c8cf10f6e34711c028f0,진 시도,ok,진 시도,yes,평일 방송 (시간은 디코 공지),no,no,no,2026-08-05T23:27:20+0900,
krvt_a_8fae93b6876d5cb0b835255c8214f882,chzzk,7344335ad6a550a9782cfc390ade579b,김희희인뎁쇼,ok,김희희인뎁쇼,yes,매주 화수금토 10시 30분 방송!~,no,yes,no,2026-08-05T23:27:20+0900,
krvt_a_56ba60209dfc5353905efcaa4ecde221,chzzk,37a1acfaa35d56311bf428dc96142e9f,유진 알파,ok,유진 알파,yes,,no,no,no,2026-08-05T23:27:20+0900,
krvt_a_61557513d582590c8f37fe59a3c220b8,chzzk,9645e9217034fbb2a32c9e38d1061d6c,싯소하,ok,싯소하,yes,【Luminia】 흐물흐물말랑말랑,no,no,no,2026-08-05T23:27:21+0900,
krvt_a_a469bad51c0e5b21b2fdea8bae5ec1cb,chzzk,56926f2514bc208f277850e134610422,페리2,ok,페리2,yes,"저녁 9시에 항상 놀러오는 중이에요
",no,yes,no,2026-08-05T23:27:21+0900,
krvt_a_3aa7e2fc5d4553ea9d6aee7439ed4d57,chzzk,4ab6b3f9b0638c468b7f7d37638b6b72,제취 마왕,ok,제취 마왕,yes,그 뭐냐 그거 하는 스트리머 제취입니다!,no,no,no,2026-08-05T23:27:22+0900,
krvt_a_cdf1f5dde5625991a3a08829329ecd74,soop,47,김하치:3,not_checked,,,,,,,,platform namespace requires a separate public verifier
krvt_a_2799faef5cf35e3e9122bb99dbd018a6,chzzk,409b129508005dfbdb79381a86bcd2dc,흐이제,ok,흐이제,yes,f급 스트리머,no,no,no,2026-08-05T23:27:22+0900,
krvt_a_ee76a59e394c5f6ca5a4286da6494b45,chzzk,7466dd7cc8cb431f6694c82aae9dba12,모브Mauve,ok,모브Mauve,yes,일러스트레이터 모브입니다. 비정기 그림방송(낮 2시~),no,no,no,2026-08-05T23:27:22+0900,
krvt_a_a2543ba61e195bfeab150945f5911f46,chzzk,d24cdeea18871e85a761f472e5ca07aa,셀레스틴celestyn,ok,셀레스틴celestyn,yes,내 맘대로 하는 종합게임 방송,no,no,no,2026-08-05T23:27:23+0900,
krvt_a_7ba2f0ae1f7c5c34b73afb637fb6a714,chzzk,a7a58a9f4ea484429d6ca06fd1bc3b7b,하코챤,ok,하코챤,yes,"(( 무급 우주 경찰 하코챤 주로 밤 12시 뱅온! 첫 방송 20250520! ))Oo. ೕ(•̀ᴗ•́ )

✉️ : hakochanagain@gmail.com
",no,no,no,2026-08-05T23:27:23+0900,
krvt_a_64f9fbf032a35531916cfff63fd3de07,chzzk,2921471240bda56faa79251ee28f7ede,백이월,ok,백이월,yes,"🌸안녕하세요. 종겜 스트리머 백이월입니다. / 월, 화 정기휴방🌸",no,no,no,2026-08-05T23:27:24+0900,
krvt_a_643f91f6524a54f182d11fa842f81919,chzzk,455d5f581f7c1cc0795eaf59fcf1a74c,단향비,ok,단향비,yes,"내 마음대로 짖어대는 단향비의 하루입니다^^
이메일 : gomabda7@naver.com",no,no,no,2026-08-05T23:27:24+0900,
krvt_a_16328562645153c5b614ea8d787a2a85,chzzk,b967af2de5641b8e565e0120016f4952,아이로 Airow,ok,아이로 Airow,yes,,no,no,no,2026-08-05T23:27:25+0900,
krvt_a_bc89e520da795ce8890203c53e8d8545,chzzk,9a07afa11ff588d8c2edc4e8c09e5b8c,오리 알,ok,오리 알,yes,"::자기소개::
이름: 오리_알
생일: 2023.09.02
나이: 1세
키: 120cm
오시마크: 🐣
팬이름: 오덕이",no,no,no,2026-08-05T23:27:25+0900,
krvt_a_3f246acb431b539fa4889efed9587f10,chzzk,89cb11d6357da916eaece62cac2137ca,강 지 은,ok,강 지 은,yes,reechch@naver.com,no,no,no,2026-08-05T23:27:25+0900,
krvt_a_0c499e706b455edebafd55bcdbc504bf,chzzk,dda1759a83032d9a22356c0051177223,잔식,ok,잔식,yes,"종합게임 및 청소게임 위주로 하는 쿼카 수인 잔식입니다!
고정 방송시간은 오후 8시입니다 늦어질 경우 네이버카페로 공지할께요!
⚠ 주의사항: 발음 안좋습니다
",no,no,no,2026-08-05T23:27:26+0900,
krvt_a_f8e3c4573e5e54c790179600255c596e,chzzk,78797c4d8ddeacbcc632127022ee35c7,새 싹 비 빔 밥,ok,새 싹 비 빔 밥,yes,잼민이의 방송,no,no,no,2026-08-05T23:27:26+0900,
krvt_a_73441da3ba3e513b810e5c14bc6c3bf9,chzzk,20af930760df6eaf1891c19ee427b4b5,,ok,키리타,no,[ 평일 10시 / 주말 9시 30분 / 언제 올지 모르는 전설의 포켓몬같은 존재 ],no,no,no,2026-08-05T23:27:27+0900,
